"As a Compass user I want some help when writing my validation rules So that I don t need to remember the syntax of the validation operators, properties and their allowed values and the name of the fields of existing documents",COMPASS-3272,
"As a Compass user I want to see, create and modify schema validation rules for my collections so that I can guarantee that my data will always be in the shape I expect",COMPASS-3271,
"Following the Database User View Tutorial https docs.mongodb.com compass master plugins tutorial user view , I am not able to execute the npm run compile step. This appears to be associated with a change in the packages needed and or referenced. The template files generated by Khaos do not match the general structure of the ones listed in the tutorial.",COMPASS-3210,
"Let's try if no stage selected and you paste into stage editor, the pipeline fills out. If messy, we'll re eval !agg paste pipeline.png width 600!",COMPASS-3086,
"The attached error message is not intuitive. The error occurs because the server is version 3.6 and not 4.0 and the agg operator was introduced in 4.0. However, the error message seems to suggest that a parsing error occurred in Compass. Unrecognized expression toInt One way to improve these error messages would be to prepend a reference to the database server for those errors originating from the server. Database server reported the error Unrecognized expression toInt",COMPASS-3069,
There does not appear to currently be the capability to all a collation to the document filtering of the Documents tab.,COMPASS-3054,
Add collation support to the aggregation pipeline builder. Add the collation field. Pass collation options when executing the stages. Pass collation options when executing a out https mongodb.invisionapp.com share ZSMFJZ4DHKY screens 309739115 Design 04 1280px Option A,COMPASS-3045,
"Feature request As a user who has documents with a large ish 100 number of keys, I want to be able to cmd F to search for the key Im looking for to check its value without having to scroll through reading over each key.",COMPASS-3003,
"When a user clicks on a very long string in the Compass document editor, the input widget is expanded and hides the field name of that string.",COMPASS-2968,
"Add a plus button next to the Delete button for each stage. When clicked, it inserts a new stage right after the one that is currently selected. This will help avoid a lot of vertical scrolling and also unnecessary movement dragging of stages when you want to simply insert a stage in the middle of a pipeline, which is very common when authoring debugging agg pipelines.",COMPASS-2889,
"Currently, the Agg Pipeline builder offers field autocompletion based on the collection selected for aggregation. I'd like to see this extended to the new fields defined in the project stages that precede any new stages that attempts to use them. See example attached.",COMPASS-2888,
Getting read ECONNRESET error message is not very helpful. It would be much better to indicate Enable SSL .,COMPASS-2877,
"According to https davepotts.software 2018 05 14 azure cosmosdb is too expensive for experimenting alternative mongodb atlas Compass requires URI encoded special characters in database user passwords when connecting. Is this really true? if so, is there a way for us to not require this when connecting in Compass? In parallel I'd like to get Atlas to warn around encoding requirements in the URI in a UI validating when users use a special char",COMPASS-2850,
"There are at least six different user actions that can lead to MongoDB not running on the provided host and port . Some other error messages are less overloaded, but possibly confusing in the absence of understanding the underlying exception that caused them.",COMPASS-2848,
"As a Compass user, I want to rename a collection.",COMPASS-2840,
As a Compass user I want to distinguish views from collections So that I easily understand what I am selecting in the sidebar or in the list of collections,COMPASS-2755,
As a Compass user I would like to export and import my favorite list so that other users may access the same hosts without having to type anything,COMPASS-2753,
"As a Compass user I would like to persist my list of favorites after a Compass version upgrade so that it is quicker for me to access hosts that I have saved before After trying to upgrade from 1.11 til 12.2, and afterwards to 1.33.0 beta 7, it seems this feature is not in the product. My favorites turn out blank after upgrade.",COMPASS-2752,
"This is a placeholder story to potentially flush out not specifying the read preference on the connection window, but allowing the user to change it once connected to the instance. Requested by Norberto.",COMPASS-2726,
See comments,COMPASS-2721,
"As a Compass user I want to install Compass Community via brew cask, like so brew cask install mongodb compass",COMPASS-2714,
"Enterprise customers have requested a version of Compass that does not open any outbound connections under any conditions. This build of Compass would not connect to Stitch, Intercom, Bugsnag, Deis, or the map visualization provider.",COMPASS-2710,
"As a new user, I want to generate sample data using a GUI instead of editing a JSON Schema document, in order to start using my currently empty database.",COMPASS-2643,
"As a new user, I want to generate sample data from a JSON schema, in order to start using my database.",COMPASS-2642,
"I'm filing this now so as to ensure there is awareness within the Compass team about this concept, whether or not this can be implemented over the medium term hopefully it can . As of the MongoDB 4.0 release, we will have easy access to a free monitoring embedded in the server. The mongo shell will encourage community users to enable sending monitoring to MongoDB's Free Monitoring Cloud, which will then return a dedicated cloud URL for them to navigate to, in order to see their free monitoring. Ideally in line with the MongoDB 4.0 release, or soon after, MongoDB Compass would do the same when connecting to MongoDB community e.g. it should prompt users to enable access to our free monitoring cloud after enabling it should show the user their dedicated monitoring URL The scope of this project has rapidly been solidifying over the last few weeks, hence filing this now.",COMPASS-2582,
Providing a version of Compass with the user interface translated to French would improve the user experience for corresponding users.,COMPASS-2570,
As a user I would like to duplicate a favorite so that it is quicker for me to use existing information as a starting point when creating a new favorite,COMPASS-2562,
"There appears to be a regression in CC 1.11.2 the privacy settings are visable, toggleable and can be accessed from the Help Privacy menu. Updated description We want to force users to provide usage stats and force them to have auto updates so they are always running the latest version. Let's remove those options from the privacy menu.",COMPASS-2555,
Scope A simple link to Sign up for an Atlas cluster in the UI.,COMPASS-2522,
Use the logged in user context rather than prompt the user to reenter their un pwd.,COMPASS-2502,
As a product manager I want telemetry in the agg pipeline builder so I can see how our customers use the interface. Interesting questions to ask How long was spent building the pipeline? How many stages was the pipeline? What are the most frequently used stages? What are some common mistakes made? What is the size of the sample set by users? How often does someone get stuck writing a pipeline fail to create a valid pipeline?,COMPASS-2499,
Let's get on the latest version of React 16.3.2,COMPASS-2495,
Product,COMPASS-2485,
"If I have a typo, autocomplete sometimes prevents me from correcting editing my typo Autocomplete sometimes auto inserts the suggested word, and when I continue to type, my entry becomes incorrect Autocomplete behavior is buggy Type open curly brace autocomplete inserts closing curly brace type a query should now be a delete opening curly brace then continue typing, autocomplete goes crazy autocomplete fails to insert an opening brace, the cursor jumps back to the start of the input every time a new character is entered, non deterministically will insert an opening brace or stop jumping to the start of input",COMPASS-2454,
"The customer indicates that they can create connections fine and also save these as favorites. When they restart Compass they can see both their recent connections and saved favourites in the left hand panel as expected. However, when they log out of their Windows server and back in again their favorites and recent connections do not persist. I understand that these are saved in localStorage and they are not stored as file on disk at present.",COMPASS-2445,
Product acceptance criteria Create a new menu item in Compass Community only Menu item should be in Help Menu View License Agreement Clicking the link loads an external browser and takes you to the website with the license agreement link to be provided .,COMPASS-2437,
As a user I am confused between when the reset button takes the place of the Analyze button and I find myself hitting refresh by mistake when I really want to analyze.,COMPASS-2406,
"As a user I find the arrow in the json editor too small to click, please make it bigger.",COMPASS-2405,
As a user I am confused between the history icon and the refresh icon and I keep clicking history thinking its refresh.,COMPASS-2403,
As a user I would like to see the time it took to execute a query when the documents view loads.,COMPASS-2390,
As a user with large documents I would like to have my documents collapsed to their ObjectID's by default and then click to expand to see the whole document so that I can make the most of my screen real estate.,COMPASS-2387,
As a user with large documents I want to provide a filter or project before the documents view populates for speed and performance.,COMPASS-2386,
As an SA I would like to remove individual entries from my recent connections list so that I can remove previous customer hostnames when demoing at other customers.,COMPASS-2384,
As a developer I want to copy a document to clipboard as json so I can share the document with other members on my team and or compare it with the output from my application.,COMPASS-2383,
As a user I would like visual feedback when executing queries so that I can tell that the operation was sent to the server and is currently in progress remove uncertainty . From Joe In Compass all versions up to 1.10.1.0 long running queries give no feedback when running or when completed. As a result you have to spot the number of results changing to determine if a query is complete. I have attached a screen capture demonstrating this. Sorry about the background noise on the video. I was in an airport lounge,COMPASS-2381,
As a developer I want to insert a new document as JSON.,COMPASS-2380,
As a user I want to be able to write a note or description on a field name in the schema view so I can quickly understand and reference what it means later on.,COMPASS-2377,
As a user I want to use a scroll bar to scroll the license agreement so I can click the Agree button.,COMPASS-2340,
As a new user I want a quick way to seed a new mongodb database so I can play around with test data.,COMPASS-2313,
"As a user I want to provide dns entries to whitelist in the Compass Content Security Policy, so I may access data from locations not currently allowed in Compass.",COMPASS-2298,
As a brand new user I would like to get started with an Atlas instance as quickly as possible.,COMPASS-2285,
As a user I want to quickly and easily see all the Compass windows I have open so I can switch to the other collection I am working on.,COMPASS-2283,
As a user I want to execute a query without leaving my keyboard so I can be more agile and not have to use the mouse.,COMPASS-2282,
As a user I want to refresh my documents list from the keyboard so that I can Stick to a workflow I am familiar with Be more agile at the keyboard Not have to use my mouse,COMPASS-2281,
As a developer I want to understand what each pipeline operator does so I don t have to google for an explanation.,COMPASS-2272,
"As a user, I want Compass to log 3rd party plugin plugin actions that may be a risk to security, in order to audit what plugins are doing and potentially disable them.",COMPASS-2266,
"As a user I want to be informed about what plugins are trying to do and either authorize or deny those actions, in order to control the security of my Compass instance.",COMPASS-2265,
As a user I want to opt in to the use of 3rd party plugins so that I am awareness and consenting when I install a 3rd party plugin from other vendors and so I can be sure that the default Compass plugins are secure and provided by MongoDB.,COMPASS-2264,
"Hi, I'm trying to use the following projection id 0,'fields.key' 0, 'fields' elemMatch 'key' eq 'Agreement Number' This works in the shell, but not in Compass. The UI element doesn't validate this projection statement stays red . Is this by design?",COMPASS-2181,
As a product manager I want to survey users for NPS as they use the app so that I can maximise the response rate and not distract the user from their current context using Compass .,COMPASS-2130,
As a Compass user I want to install Compass in a certain directory so that I abide by my organisation's security policy.,COMPASS-2053,
As an Ops team member I want to script installs of Compass across many machines so I can deploy Compass on laptops of new employees install widely across my organization . Product,COMPASS-2052,
"As a developer, I want Compass to show date values in server time and not converted to the local laptop time so that I confirm that my application is saving dates correctly. User anecdote More details With the current Compass implementation, I thought my App inserts dates with an offset of 1 day and I spent a lot of time trouble shooting until I used the mongo shell and realized the dates are correct but Compass shows it converted to local time. Product",COMPASS-115,
