"As a XD user, I'd like to have job DSL as an option, so I can leverage the DSL to create comprehensive workflows and orchestrate jobs. ",XD-3603,D,
"As a developer, I'd like to port modules to build streaming pipeline.",XD-3602,D,
"We need to make sure that JMX MBean names are unique, even in the case of labeled modules. The following stream fails for example http filter filter2 filter log A good candidate could be stream name group module label.",XD-3601,D,
"Described in As a developer, I want Input enpoints to be started after all the beans in the context, so that received messages can be delivered to components. ",XD-3597,D,
"As a s c d user, I should be prevented from creating streams with duplicate name. I d expect streams to have unique names all the time. ",XD-3596,D,
"As a s c d developer, I'd like to add test coverage for , so I can verify API contracts at build time. ",XD-3595,D,
"As an s c d user, I'd like to have the option to use named channels , so I can create streaming pipelines without source or sink modules. ",XD-3594,D,
"As a SCDF user, I want to be able to register artifacts as libraries, so that I can reference them in include and exclude statements.",XD-3593,D,
"As an s c d user, I'd like to take advantage of admin running on variety of platforms such as Lattice, YARN or CF. I'd like to access REST APIs consistently across these platforms.",XD-3592,D,
"As an s c d developer, I'd like to move rabbit to a separate repo, so I can consume the test fixtures in different projects.",XD-3587,D,
"As an s c d developer, I'd like to move kafka to a separate repo, so I can consume the test fixtures in different projects.",XD-3586,D,
"As an s c d developer, I'd like to move redis to a separate repo, so I can consume the test fixtures in different projects.",XD-3585,D,
"As an s c d user, I'd like to deploy s c d on Mesos.",XD-3583,D,
"As an s c d user, I'd like to have tab completion on shell, so I can interact with the modules and its available options.",XD-3582,D,
"As a user, I'd like to build stream definitions using dot delimited syntax for resolving properties for Tuple and JSON.",XD-3581,D,
"As a s c d developer, I'd like to explore options to bootstrap and setup Lattice based infrastructure for s c d s bare metal deployment.",XD-3580,D,
"As an XD user, I'd like have support restart an existing composed job, so I could re launch it at will.",XD-3578,D,
"As an XD user, I'd like to click to go the detail page of the job page whether or not the selected entity is singular or part of a composed job.",XD-3576,D,
"As an XD user, I'd like to be able to visually differentiate between job composition workflow and single job.",XD-3575,D,
"As an XD user, I'd like to have a REST endpoint that returns job composition graph, so I can use it to build visual representation of parent child relationship. ",XD-3574,D,
"As an XD user, I'd like to have a REST endpoint that returns job composition , so I can use it to differentiate visual representation between parent child relationship and standalone jobs. ",XD-3573,D,
"As a Spring XD developer, I'd like to port module to build streaming pipeline.",XD-3572,D,
"As a Spring XD developer, I'd like to move to build streaming pipeline.",XD-3571,D,
"In the section starting Now we can configure the app needs to be revised the information is both out of date and, even if up to date, misleading it includes some values as if they are universal, when they are really just examples .",XD-3570,D,
As an XD module developer I would like to use HDFS for my custom module location even when my namenode is configured for HA. We had an issue filed in the spring xd ambari project It seems like custom module doesn t pickup namenode HA? and still use see ,XD-3569,D,
XD Developer does not want the the twitter stream acceptance tests to interfere with other tests.,XD-3566,D,
"As a developer, I want to be able to connect to multiple external systems for the same binding type, so that I can read data from a system and write it to another.",XD-3565,D,
"As a developer, I want to have a abstraction, so that I can support multiple binder types in the future.",XD-3563,D,
"When a default value is an array, the current behavior using toString not only produces useless results like but also constantly changing results.",XD-3560,D,
"As a XD user, I'd like to restart the composed job workflow from Shell UI. ",XD-3559,D,
Verify that the job launch works as we expect for the composed job. ,XD-3558,D,
"As the system, I would like a way to launch a previously deployed job module from another job module. ",XD-3556,D,
"As an XD developer, I'd like to explore options to remove composed job, so I can clean up unused resources and memory footprints. ",XD-3554,D,
"As an XD developer, I'd like to explore options to represent composed job, so I can create a workflow to orchestrate multiple jobs. ",XD-3553,D,
For example the generated value for the cassandra sink results in where the default value changes each time the build is run. ,XD-3552,D,
"As a Spring XD developer, I'd like to port module to build streaming pipeline.",XD-3549,D,
"As a Spring XD developer, I'd like to port module to build streaming pipeline.",XD-3548,D,
"As a Spring XD developer, I'd like to port module to build streaming pipeline.",XD-3547,D,
"As a Spring XD developer, I'd like to port module to build streaming pipeline.",XD-3546,D,
"As a Spring XD developer, I'd like to port module to build streaming pipeline.",XD-3545,D,
"As a Spring XD developer, I'd like to port module to build streaming pipeline.",XD-3544,D,
"As a Spring XD developer, I'd like to port module to build streaming pipeline.",XD-3543,D,
"As a Spring XD developer, I'd like to move module from XD to s c s repo, so I can use it as source to build streaming pipeline. ",XD-3542,D,
"As a Spring XD developer, I'd like to move module from XD to s c s repo, so I can use it as sink to build streaming pipeline. ",XD-3541,D,
"As a Spring XD developer, I'd like to move module from XD to s c s repo, so I can use it as sink to build streaming pipeline. ",XD-3540,D,
"As a Spring XD developer, I'd like to move module from XD to s c s repo, so I can use it as sink to build streaming pipeline. ",XD-3539,D,
"As a Spring XD developer, I'd like to move module from XD to s c s repo, so I can use it as sink to build streaming pipeline. ",XD-3538,D,
"As a Spring XD developer, I'd like to move module from XD to s c s repo, so I can use it as sink to build streaming pipeline. ",XD-3537,D,
"As a Spring XD developer, I'd like to move module from XD to s c s repo, so I can use it as sink to build streaming pipeline. ",XD-3536,D,
"As a Spring XD developer, I'd like to move module from XD to s c s repo, so I can use it as sink to build streaming pipeline. ",XD-3535,D,
"As a Spring XD developer, I'd like to move module from XD to s c s repo, so I can use it as sink to build streaming pipeline. ",XD-3534,D,
"As a Spring XD developer, I'd like to move module from XD to s c s repo, so I can use it as sink to build streaming pipeline. ",XD-3533,D,
"As a Spring XD developer, I'd like to move module from XD to s c s repo, so I can use it as source to build streaming pipeline. ",XD-3532,D,
"As a Spring XD developer, I'd like to move module from XD to s c s repo, so I can use it as source to build streaming pipeline.",XD-3531,D,
"As a Spring XD developer, I'd like to move module from XD to s c s repo, so I can use it as source to build streaming pipeline.",XD-3530,D,
"As a Spring XD developer, I'd like to move module from XD to s c s repo, so I can use it as source to build streaming pipeline. ",XD-3529,D,
"As a Spring XD developer, I'd like to move module from XD to s c s repo, so I can use it as source to build streaming pipeline.",XD-3528,D,
"As a Spring XD developer, I'd like to move module from XD to s c s repo, so I can use it as source to build streaming pipeline.",XD-3527,D,
"As a Spring XD developer, I'd like to move module from XD to s c s repo, so I can use it as source to build streaming pipeline. ",XD-3526,D,
"As a Spring XD developer, I'd like to move module from XD to s c s m repo, so I can use it as source to build streaming pipeline. ",XD-3525,D,
"As a Spring XD developer, I'd like to move module from XD to s c s m repo, so I can use it as source to build streaming pipeline. ",XD-3524,D,
"As a Spring XD developer, I'd like to move module from XD to s c s m repo, so I can use it as source to build streaming pipeline. ",XD-3523,D,
"As an s c d user, I'd like to upload custom modules using shell rest api, so I can contribute modules and create streaming batch pipelines. ",XD-3521,D,
"As an s c d user, I'd like to the primary pipeline, so I can fork the same data and do some ad hoc analysis without impacting the original stream.",XD-3519,D,
"As an s c d user, I'd like to refer to documentation on direct binding , so I can use it as a reference to deploy a stream that includes directly bound modules. Example aggregate true ",XD-3517,D,
"As an s c d user, I'd like to have documentation on deployment manifest, so I could refer to the relevant bits on . I'd like to understand how streams withe ",XD-3516,D,
"As a s c s user, I'd like to have as the messaging middleware for low latency use cases. ",XD-3512,D,
"As a s c s user, I'd like to have the option to use more than one binder connection factory, so I can mix and match where I consume and publish data. More details here ",XD-3504,D,
"As a user, I m not able to shutdown from Admin UI with the following stream definition deployed. stream create swagataTestIssue definition jdbc query select employee id, employee name, employer from EMPLOYEE password xdpwd hdfs deploy More details here ",XD-3501,D,
"As a s c d developer, I'd like to document the use of BOM templates, so the general audience can use it as a reference to include external libraries dynamically.",XD-3494,D,
"As a XD developer, I'd like to upgrade to SI 4.2, Spring 4.2.1, and AMQP 1.5 dependencies, so I can take advantage of the latest improvements. ",XD-3493,D,
"As a XD developer, I'd like to move header enricher from modules repo to XD proper. ",XD-3492,D,
"As a s c d user, I'd like to have the option to choose Hadoop distribution of choice, so I can load the right Hadoop libraries in the CP. ",XD-3489,D,
"As a s c d developer, I'd like to refactor CC SPI deployer with CF java client, so I can improve the overall design and performance. ",XD-3488,D,
"As a s c d developer, I'd like to pass any overrides via external config file, so I can influence and override the default module configurations. ex module resolution from a different maven coordinate . ",XD-3487,D,
"As a s c d developer, I'd like to add support for having different binder types for module s channels, so I can plug as the source or sink to read and write respectively.",XD-3486,D,
"As a s c d developer, I'd like to move to build streaming pipeline.",XD-3485,D,
"As a s c d developer, I'd like to move to build streaming pipeline.",XD-3484,D,
"As a s c d developer, I'd like to move to build streaming pipeline.",XD-3483,D,
"As a s c s m developer, I'd like to move to build streaming pipeline. See also XD 2250",XD-3482,D,
"As a s c s developer, I'd like to support XD like features where modules bind to incoming messages via expressions or other mechanism, so I can bind message properties to every microservice modules. ",XD-3481,D,
"As a XD user, I'd like to orchestrate composed jobs, so I can bring multiple jobs into single workflow and operationalize.",XD-3479,D,
"As a XD developer, I'd like to explore repository options for composed jobs , so I have the leverage to read write composed job definitions.",XD-3478,D,
"The CF implementation requires that a route be created for each new app. This works fine on the happy path, but is brittle. For example, it will fail if the route required already exists.",XD-3471,D,
"As a s c d developer, I'd like to add hdfs sink to module registry, so I can use this module to build streaming pipeline and write to Hadoop.",XD-3466,D,
"As a s c d developer, I'd like to document Running on Cloud Foundry section in README, so it can be publicly available as deployment guideline.",XD-3463,D,
"As a s c d user, I'd like to create a new banner, so I can embed and display the banner when the shell server boots up. Perhaps use this banner generator ",XD-3462,D,
We in yml files. Need to make define version during a build and allow to override location of those files.,XD-3461,D,
Create Parent pom file for build Create .settings file Migrate Timestamp task from SCSM to SCTM. ,XD-3456,D,
"As a module author, I would like to apply RxJava processor module with spring cloud stream. ",XD-3454,D,
"Upload of module launcher bits is slow because we do not take into account the CC cache. To fix this we need to use an async upload, and to somehow generate the SHA, etc, for the Module Launcher so that CC can pre empt uploading all the bits every time.",XD-3453,D,
"Currently we handle only a single page response from CC SPI list requests, but potentially there could be multiple ones.",XD-3452,D,
"Currently we deploy a single instance, and ignore the instances setting. It is easy to change this in the ModuleDeployer, but there is no guarantee this will work in the ModuleLauncher, so we hold off until that can be verified.",XD-3450,D,
"As a s c d developer, I'd like to produce ref. documentation for s c d architecture, so I could define 1.x and 2.x deployment differences. ",XD-3447,D,
"As a s c s developer, I'd like to fix the binder, so I can create messaging microservices apps and successfully bind them to an operational Kafka broker. ",XD-3445,D,
"As a s c d developer, I'd like to setup branch for s c d and s c s m repos, so I can start pushing documentation with PR commits.",XD-3444,D,
Create a timestamp job that will be used a a sample for users to create their own spring boot based jobs. ,XD-3436,D,
"The document requires update for running it on standalone, docker, lattice. Also, the docker compose yml requires fix so that modules in there are bound together.",XD-3432,D,
"As a s c d developer, I'd like to have .",XD-3425,D,
As via the CLI. ,XD-3423,D,
Can take from previous implementation in Should have a way to enforce not skipping tests based on an environment variable. Consider moving this coverage to SI commons or equivalent. ,XD-3421,D,
"As a s c d developer, I'd like to create implementation, so I can use this infrastructure to lookup module coordinates by name.",XD-3419,D,
"As a s c s developer, I'd like to enable , so I can pull the module artifacts from local instead of remote maven repo.",XD-3418,D,
Make implement SmartLifecycle so that it gets started with the highest precedence and before any other message producing bean.,XD-3417,D,
"As a s c d developer, I'd like to create foundation to support processor as OOTB modules, so I can use the processor modules from repo to build streaming pipeline.",XD-3416,D,
"As a s c d developer, I'd like to create a new project to contain all the rules associated contract, so it is isolated from core functionalities and reusable by test coverage as needed. Consider moving this coverage to SI commons or equivalent. ",XD-3414,D,
"As a Spring XD developer, I'd like to port SFTP module from XD to s c s repo, so I can use it as source modules to build streaming pipeline. ",XD-3412,D,
"As a s c d developer, I'd like to move the external library to its own project, so we have a clear separation of functionalities in s c d repo.",XD-3411,D,
"As a s c s developer, I'd like to refactor the current API, so we don t have to maintain duplicate functionality.",XD-3406,D,
"As a s c d developer, I'd like to experiment how do we resolve and then add module dependent JAR s to Boot loader, so I have an approach to handle external libraries required by OOTB modules. ",XD-3405,D,
"As a s c d developer, I'd like to make the deployer work asynchronously, so I can use the shell to return quickly and also queue deploy operations within YARN as tasks.",XD-3404,D,
"As an s c d developer, I'd like to add support to negotiate with the ResourceManager REST APIs to deploy modules by groups. so I can build instrumentation to start the App instances automatically. Perhaps also take into account of the App specifics such as . ",XD-3402,D,
"As a s c d developer, I'd like to add support to deploy YARN App into HDFS automatically, so I can have the orchestrate overall deployment by leveraging the manifest to deploy where and with what assets.",XD-3401,D,
"As a s c d user, I'd like to have the option to support passing definition parameters into YARN container, so I can effectively use those params within the module running inside the container.",XD-3400,D,
Build SCS and SCD projects upon change in github repo. Push docker image for SCD Admin to docker hub,XD-3399,D,
"As a s c s developer, I'd like to create auto configuration for binder so I can automatically configure the Spring application based on the dependencies.",XD-3398,D,
As a user I should be able to use the existing admin UI client for spring cloud data admin with the appropriate server configurations.,XD-3397,D,
"Spring cloud data admin requires lattice connector and dependencies so that the admin controllers get access to any services while running on lattice. One example is, CounterContoller using redis service for MetricRepository.",XD-3396,D,
Improve Spring Cloud Stream module launcher resolver properties 1 Support comma separated remoteRepositories 2 Classify group the properties,XD-3395,D,
"As a s c d developer, I'd like to upgrade API changes, so I can sync up and take advantage of the recent improvements. ",XD-3393,D,
"As a Spring XD developer, I'd like to move module from XD to s c s repo, so I can use it as source to build streaming pipeline. ",XD-3388,D,
"As an s c d developer, I'd like to investigate the distributed deployment of s c s modules on YARN, so I can experiment the implementation of YARN SPI and derive the strategy for .",XD-3384,D,
"Currently, which itself has the meat of the configuration . This is typically what boot AutoConfiguration is for. Moreover, adding a new binding eg Kafka or a stub for module testing would require to crack open EnableModule",XD-3380,D,
"As a Spring XD user, I'd like to use the latest releases of .",XD-3378,D,
"As a Spring XD developer, I'd like to move to build streaming pipeline.",XD-3376,D,
"As a s c d developer, I'd like to move to build streaming pipeline.",XD-3375,D,
"As a Spring XD developer, I'd like to move to build streaming pipeline.",XD-3374,D,
"As a Spring XD developer, I'd like to port modules to build streaming pipeline.",XD-3370,D,
"As a Spring XD developer, I'd like to port module to build streaming pipeline.",XD-3369,D,
"As a Spring XD developer, I'd like to port module to build streaming pipeline.",XD-3368,D,
"As a Spring XD developer, I'd like to port module to build streaming pipeline.",XD-3367,D,
"As a Spring XD developer, I'd like to port module to build streaming pipeline.",XD-3366,D,
"As a Spring XD developer, I'd like to move module from XD to s c s repo, so I can use it as source modules to build streaming pipeline. ",XD-3365,D,
"As a Spring XD developer, I'd like to move module from XD to s c s repo, so I can use it as source modules to build streaming pipeline. ",XD-3364,D,
"As a Spring XD developer, I'd like to port module to build streaming pipeline. ",XD-3363,D,
"As a Spring XD developer, I'd like to port module in streaming pipeline. ",XD-3362,D,
Enable spring cloud config for all modules Add spring cloud config client to pom dependencies. Add bootstrap.yml to scs project ,XD-3360,D,
"As a s c d developer, I'd like to derive a strategy for module metadata via command in shell to list all the module properties. ",XD-3355,D,
This could focus only on the subset Stream operations ,XD-3354,D,
As a user I would like to have shell interface to the spring cloud data rest API. The scope for this JIRA could be limited to stream commands.,XD-3353,D,
Create Confguration and Configuration must support replacing the default Kryo Codec implementation with something else.,XD-3352,D,
"As a s c d developer, I'd like to add support to expose counter metrics endpoints, so I can consume to feed the dashboards to demonstrate pipe.",XD-3350,D,
"As an s c s developer, I'd like to brainstorm and design the foundation to port XD modules as s c s modules, so I can use it as the base and start migrating the modules.",XD-3349,D,
"As a s c d developer, I'd like to add support for profiles to the core profile would use in memory strategy to store the metadata.",XD-3348,D,
Apply the same strategy for the Module Command Tests also to all other Shell integration tests.,XD-3347,D,
"As a s c d developer, I'd like to implement undeploy operation for single JVM , so I can use this target to undeploy a running stream. More details in this PR Note Its a prerequisite to determine consistent undeploy strategy for both . ",XD-3344,D,
"As a s c d developer, I'd like to publish the s c d image to DockerHub, so I can incrementally push the latest commits to the remote location.",XD-3341,D,
"As s ex direct binding of two modules that include different versions of spring data , I have the capability to resolve and include the right bits at runtime.",XD-3339,D,
"As s, so I can decide the binding selection and fallback mechanism when there is none setup.",XD-3337,D,
"The current implementation makes use of cf java client, which is relatively heavy for our needs. It should be removed in favour of a bespoke RestOperations wrapper. See for sample code.",XD-3334,D,
This class should not know what the test app is. This means changing the constructors on ,XD-3333,D,
As part of moving to a bespoke RestOperations application we will need credentials to access CloudFoundry. These will need to be supplied from the new XD Admin app at runtime.,XD-3332,D,
The current ModuleRunner is test app used for validation. This should be replaced by a real app.,XD-3331,D,
Currently undeploy is a no op.,XD-3330,D,
Currently there is no returned. This issue will fill in the details.,XD-3329,D,
Remove all stubs and check all required information is returned accurately.,XD-3328,D,
"A ModuleDefinition contains parameters, which need to be passed to the CloudFoundry application. Currently these are put directly into the application s environment. This issue will verify they are correctly named.",XD-3326,D,
ModuleDefinition contains bindings that need to be passed to the ModuleRunner app. It appears these can be included in the application s environment.,XD-3325,D,
"As a s c s developer, I'd like to setup CI infrastructure for s c s m repo, so I can build the project continuously on every commits. ",XD-3322,D,
"As a s c d user, I'd like to add REST support for stream commands, so I can maneuver streaming pipeline backed by StreamController.",XD-3320,D,
"As a s c s developer, I'd like to investigate the right approach to port module from XD, so I can decide better handling of HDFS dependencies, which needs loaded and available in root CP at the runtime. ",XD-3319,D,
"As a s c s developer, I'd like to bootify , so I can use Spring Boot s support for property, setting, as well as adding options and new functionality in the future, such as CP augmentation. ",XD-3318,D,
"As a s c d developer, I'd like to resolve and then add module dependent JAR s to Boot loader, so I have an approach to handle external libraries ex database drivers required by OOTB modules. ",XD-3317,D,
"As a s c d developer, I'd like to setup CI infrastructure for s c d repo so I can build the project continuously on every commits. ",XD-3316,D,
"As a s c s developer, I'd like to adapt redis from XD to s c s, so I can build streaming pipes using s c s modules with simple counters to feed dashboards. ",XD-3315,D,
"As a s c d developer, I'd like to invoke REST APIs via shell, so I can validate operations.",XD-3314,D,
"As a spring cloud data developer, I'd like to use an in memory stream definition repository, so I don t have to spin up a store; obviously, this will not persist between application executions, but it will be useful for a simplified development experience. ",XD-3313,D,
"As a s c s developer, I'd like to move from s c s to s c repo, so I can cleanup s c s project and at the same time make these modules visible outside of s c s.",XD-3312,D,
"As a s c d developer, I'd like to create stubs, so I can create mock streams by interacting with the registry APIs.",XD-3311,D,
"As a s c d developer, I'd like to establish the foundation to expose REST APIs to interact with the and likewise perform CRUD operations to maneuver streaming and batch pipelines. ",XD-3310,D,
"As a s c s user, I'd like to have the option to direct bind modules , so I don t have to use messaging middleware and I can eliminate latency between them. This is important for high throughput and low latency use cases. ",XD-3309,D,
"As a developer, I need to be able to run batch jobs that use the centrally configured job repository to store job state. ",XD-3300,D,
As files as Diego Tasks. ,XD-3298,D,
As as a task on CF and obtain the result reliably. ,XD-3296,D,
"As a developer, I'd like to be able to configure common dependencies for the entire environment. An example could be that I use MySql for my databases. I want to be able to configure the MySql driver once and have all modules use it. ",XD-3295,D,
"As a Spring XD developer, I'd like to port modules to build streaming pipeline.",XD-3283,D,
"As a s c s developer, I'd like to setup CI builds for s c s builds, so I can incrementally build and test code commits automatically.",XD-3282,D,
"As a Spring XD developer, I'd like to self register , so I could have admin server exposed as discoverable endpoint. ",XD-3281,D,
"As a Spring XD developer, I'd like to refactor current controller with SPI calls, so I can invoke the respective Admin SPI implementation based on the deployment. Controllers to Refactor StreamsController ModulesController JobsController ",XD-3277,D,
"As a s c s user, I'd like to have my modules add update it s current state to Eureka, so I can use the repository to discover the current sate of the module as needed. ",XD-3276,D,
"As a s c s user, I'd like to store module metadata in , so I can use the repository to determine the current state.",XD-3275,D,
"As a s c s user, I'd like to search the modules by it s name aside from the default offered by boot, so I can also fetch modules by it s name.",XD-3274,D,
"As a s c s user, I'd like to have the modules self register itself with whenever they re installed, so I can also discover the same modules using Spring XD Admin SPI and reuse them to create data pipelines. ",XD-3273,D,
As admin or and the corresponding implementation gets wired in automatically.,XD-3271,D,
"As a Spring XD developer, I'd like to create initial version of the new module registry abstraction, so we could leverage the foundation to make progress and test the respective SPI implementations.",XD-3270,D,
"As a Spring XD developer, I'd like to have a permanent location of SPI implementations, so I could use the common repo every time I contribute or enhance the test coverage. ",XD-3269,D,
"As a Spring XD on CF user, I'd like to use Receptor implementation of Admin SPI every time I deploy Spring XD modules, so I can leverage the SPI to query for module status and health metrics. Possible APIs ModuleStatus descriptor ; listModules ; ModuleStatus ",XD-3267,D,
Add Pagination to Containers Page,XD-3262,D,
There is a vulnerability in Groovy that is fixed in 2.4.4 CVE 2015 3253 Remote execution of untrusted code See ,XD-3261,D,
"As a developer, I'd like to move serialization codec from Spring XD repo into SI, so I can update Spring XD to inherit the via maven dependency.",XD-3260,D,
replace with xd.messagebus prefix with ,XD-3259,D,
We s as part of the Sqoop job submission to YARN for Avro we need for Snappy we need note the 1.1.0.1 version from xd lib doesn t work We s option or automatically include them. ,XD-3258,D,
"As a developer, I'd like to brainstorm and investigate various techniques around installation of XD modules from a maven repo, so I could define the module from CLI to have the module downloaded from the repo and installed to a running Spring XD runtime.",XD-3256,D,
"The samples have module options classes copied over from XD. They should use a pure approach, making sure metadata is generated hand written as appropriate. Mixins are still referenced there but obviously can t work, so provide an equivalent",XD-3250,D,
"This better aligns with boot. Moreover, using Class was a bad design choice one can always get a Class from a String , while to converse is not always easy ",XD-3249,D,
"Currently we can only do plain inserts, should follow same logic from native gpfdist sink and add upserts.",XD-3241,D,
Currently only database connection info can be read from a control file yml format. Should add rest of the missing options to align how native format works.,XD-3240,D,
"As a developer, I'd like to move 1.2.x branch to EC2 infrastructure, so I can reliably run CI test suites.",XD-3239,D,
"As a developer, I'd like to complete the remaining Kryo optimization changes, so I can polish and get the guidelines documented appropriately. ",XD-3238,D,
The XML REST endpoints are not working correctly interfere with security are not used ,XD-3234,D,
"Also Spring Framework 4.2.0.RC2, Spring AMQP 1.5.0.M1 Also Batch 3.0.4",XD-3232,D,
"As a developer, I'd like to update Ambari installed Spring XD cluster to spin up multiple instances of XD Admin servers, so it is setup for HA. ",XD-3231,D,
"As a developer, I'd like to upgrade to Reactor 2.0.4 release, so I could leverage the latest improvements and bug fixes.",XD-3230,D,
"As a s c s user, I'd like to investigate the possibility of s c s modules self registering themselves to service discovery, so I could use Spring XD runtime running on CF to discover and orchestrate such modules through streams.",XD-3229,D,
"As a Spring XD user, I'd like to use Diego based Receptor implementation of XD Admin SPI based on ModuleLauncher , so I can run data pipeline use cases running on CF Lattice Diego. ",XD-3228,D,
"As a developer, I'd like to develop a singlenode in a single JVM implementation of XD Admin SPI based on Module Launcher , so I can run data pipeline use cases locally. ",XD-3227,D,
"As a developer, I'd like to move serialization codec from Spring XD repo into spring bus, so I can update Spring XD to inherit the via maven dependency.",XD-3226,D,
"As a developer, I'd like to move input output type conversion from Spring XD repo to so I can implement a custom module which produces or consumes a custom domain object.",XD-3225,D,
"As a developer, I'd like to move message bus from Spring XD repo into spring bus, so I can update Spring XD to inherit the via maven dependency. ",XD-3224,D,
"As a user, I'd like to upgrade Spring XD from 1.2 RC to 1.2 GA using the Ambari plugin, so I can work on the latest release bits. I'd like to refer to the documentation to do so.",XD-3205,D,
"As a spring bus lead, I'd like to review the current spring bus architecture and the design specs, so I can address any foundation level gaps.",XD-3204,D,
"As a developer, I'd like to investigate channel performance issues in SI 4.2, so I can determine the bottlenecks and take corrective actions to improve overall channel performance. ",XD-3202,D,
"As a developer, I'd like to use server for spring bus modules, so I can centrally manage external properties.",XD-3198,D,
"As a developer, I'd like to migrate the current MASTER branch CI builds to EC2 instances, so I can manage them all in one place reliably.",XD-3196,D,
"As a developer, I'd like to have a central place to manage external properties for applications across all the environments, so I can provide server and client side support for externalized configuration for XD Admin and XD Container servers. ",XD-3194,D,
"As a developer, I'd like to handle module options via pure boot property source management, so I can leverage Boot s module METADATA option to inject module options as opposed to maintaining them in core Spring XD runtime CP. ",XD-3193,D,
"As a user, I'd like to have the module app specific metrics consumed directly from Boot actuator export API, so I can have insight on how it is performing, being used and that it works etc. ",XD-3192,D,
